,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5
10859,4.753,53.38,1002,662,12793,19475,939.047,2.92,3.03,20.06,3.129,0.071
41530,25.09,50.79,1168,410,12886,19434,938.758,1.77,1.84,12.18,1.899,0.043
46406,24.45,53.58,1333,406,12952,19396,938.678,1.62,1.68,11.13,1.735,0.039
53408,28.8,41.54,112,400,12800,20611,937.323,1.7,1.76,11.67,1.821,0.041
35868,23.76,54.5,1025,662,12788,19470,939.079,2.4,2.49,16.49,2.572,0.058
51542,29.45,40.21,74,402,12830,20695,937.534,2.01,2.09,13.84,2.158,0.049
42449,24.52,53.57,1182,400,12900,19436,938.743,1.65,1.71,11.36,1.771,0.04
46690,24.99,51.12,1404,408,12953,19376,938.712,2.4,2.5,16.54,2.579,0.058
1640,25.208,55.24,24,400,13126,20013,939.616,0.64,0.67,4.41,0.688,0.016
48054,26.87,48.1,1306,400,12979,19398,938.716,1.77,1.84,12.17,1.898,0.043
29838,20.08,53.38,41,400,13252,20180,939.698,2.37,2.46,16.33,2.546,0.058
31677,21.39,49.42,213,400,13154,20066,939.61,0.78,0.81,5.35,0.834,0.019
25292,13.73,50.8,13,400,12661,19714,939.784,0.09,0.14,0.51,0.147,0.044
56051,47.91,27.64,60000,5231,11620,17024,936.85,2180.96,2265.94,15010.67,2340.734,52.869
57405,20.12,40.44,61,400,12843,20715,937.506,2.04,2.12,14.06,2.193,0.05
30961,22.04,49.11,107,400,13207,20155,939.683,2.09,2.18,14.42,2.248,0.051
14894,13.558,47.94,1084,446,12873,19457,938.813,1.91,1.98,13.12,2.046,0.046
52879,26.65,44.54,102,410,12766,20612,937.404,1.8,1.87,12.41,1.935,0.044
62175,-21.907,12.16,60000,939,12533,18194,936.707,285.06,319.19,1904.14,333.48,29.256
40206,25.58,47.69,1189,467,12858,19435,938.842,2.05,2.13,14.1,2.199,0.05
11799,14.93,51.63,1094,609,12814,19464,939.086,2.03,2.11,13.96,2.176,0.049
30239,22.25,48.47,4,400,13264,20226,939.692,2.97,3.09,20.47,3.192,0.072
20761,6.844,53.46,1147,400,12979,19443,938.736,2.36,2.45,16.21,2.528,0.057
10406,0.187,51.19,967,700,12779,19496,939.094,2.04,2.12,14.06,2.193,0.05
23367,-21.472,47.77,1331,415,12974,19390,938.701,1.77,1.84,12.21,1.904,0.043
12422,19.617,52.69,992,538,12841,19484,938.989,2.12,2.2,14.59,2.275,0.051
9068,-5.241,50.86,385,400,13046,19884,939.279,0.39,0.41,2.69,0.42,0.009
12301,18.95,53.36,988,554,12841,19492,939.003,1.95,2.02,13.4,2.089,0.047
8296,-4.504,54.36,328,400,13099,19933,939.391,0.25,0.26,1.71,0.267,0.006
19380,20.286,53.93,1222,400,12930,19433,938.705,2.0,2.08,13.77,2.147,0.048
53878,28.55,42.94,154,410,12781,20563,937.329,2.05,2.13,14.13,2.203,0.05
30263,19.77,54.42,16,400,13250,20204,939.709,2.73,2.84,18.81,2.934,0.066
2851,13.429,45.73,107,400,13174,20054,939.65,1.06,1.1,7.29,1.137,0.026
42170,26.91,47.99,1159,400,12899,19438,938.773,1.6,1.67,11.03,1.72,0.039
7209,-4.747,50.89,243,400,13135,20029,939.537,0.48,0.5,3.31,0.516,0.012
53542,26.27,46.56,197,452,12764,20529,937.345,1.88,1.95,12.92,2.014,0.045
47247,24.41,53.88,1385,401,12954,19378,938.713,1.95,2.02,13.39,2.088,0.047
60915,16.29,60.09,2337,400,13400,20032,936.948,0.77,0.8,5.28,0.823,0.019
36369,26.74,47.37,1073,622,12802,19461,939.107,2.35,2.44,16.2,2.525,0.057
49367,26.64,48.56,1256,400,12994,19408,938.783,1.81,1.88,12.42,1.937,0.044
57909,-4.852,45.85,66,400,12784,20670,937.542,2.23,2.31,15.33,2.391,0.054
22089,-14.201,49.36,1352,400,12969,19393,938.705,1.75,1.82,12.03,1.876,0.042
12837,20.801,53.24,1067,545,12837,19468,938.913,2.1,2.18,14.45,2.253,0.051
41281,27.08,47.32,1138,404,12879,19438,938.787,1.76,1.83,12.09,1.886,0.043
15075,12.965,47.91,1094,436,12872,19461,938.801,2.12,2.2,14.57,2.271,0.051
14399,15.744,53.44,1130,477,12855,19446,938.923,1.96,2.03,13.46,2.098,0.047
7950,-4.151,49.92,299,400,13116,19961,939.408,0.3,0.31,2.09,0.325,0.007
50166,24.68,35.5,90,1031,13170,19891,931.112,280.89,292.51,1931.6,302.273,7.459
37559,27.02,47.0,1090,556,12831,19464,938.961,1.92,2.0,13.22,2.061,0.047
47435,25.54,54.22,1293,400,12981,19414,938.739,1.79,1.86,12.3,1.918,0.043
10930,5.531,54.18,1021,655,12792,19469,939.027,2.42,2.51,16.64,2.595,0.059
56215,54.42,20.15,60000,10871,11330,16234,936.861,9180.32,13387.68,53512.05,14456.961,3959.367
43643,24.62,53.29,1239,409,12908,19419,938.723,1.67,1.74,11.5,1.793,0.04
30888,21.81,50.22,57,400,13234,20211,939.652,2.15,2.23,14.78,2.305,0.052
8075,-4.254,55.37,319,400,13102,19949,939.394,0.34,0.36,2.36,0.368,0.008
60959,17.106,51.17,3243,400,13250,19796,936.972,0.46,0.47,3.14,0.49,0.011
37172,24.37,53.27,1044,577,12820,19468,939.014,2.27,2.36,15.62,2.436,0.055
29088,22.18,48.5,115,400,13229,20102,939.621,1.92,2.0,13.23,2.064,0.047
19458,20.036,47.99,1199,400,12923,19425,938.659,1.45,1.51,10.0,1.56,0.035
14753,14.112,53.18,1141,456,12858,19446,938.854,2.06,2.14,14.18,2.211,0.05
3184,9.306,64.11,0,400,13474,20406,939.39,2.15,2.23,14.8,2.308,0.052
31468,18.93,55.63,196,400,13156,20074,939.627,0.62,0.65,4.29,0.669,0.015
15027,13.108,47.14,1126,445,12871,19455,938.823,2.06,2.14,14.15,2.207,0.05
21981,-12.715,47.97,1371,409,12957,19388,938.717,2.03,2.11,13.95,2.176,0.049
12477,19.873,53.22,1132,586,12829,19451,938.985,2.34,2.43,16.12,2.514,0.057
21176,0.104,53.78,1295,409,12950,19401,938.67,2.31,2.4,15.88,2.476,0.056
8370,-4.599,56.87,323,400,13102,19933,939.364,0.23,0.24,1.56,0.243,0.005
39877,26.22,51.85,1076,433,12879,19465,938.812,2.07,2.15,14.21,2.217,0.05
35880,25.99,49.55,977,646,12800,19485,939.064,2.45,2.55,16.89,2.634,0.059
4883,-7.796,48.72,28,400,13256,20192,939.69,2.24,2.33,15.45,2.409,0.054
39398,26.33,50.98,1067,449,12872,19470,938.928,1.99,2.06,13.66,2.131,0.048
50186,27.97,32.04,259,1480,12934,19731,931.09,1828.44,1899.69,12584.41,1962.399,44.325
40041,24.68,52.81,1120,451,12867,19451,938.802,2.01,2.09,13.85,2.16,0.049
6095,-8.346,52.04,159,400,13171,20100,939.684,1.44,1.49,9.9,1.543,0.035
49286,24.34,53.53,1287,400,13003,19404,938.788,2.02,2.1,13.9,2.168,0.049
25796,13.73,57.86,0,400,12978,19913,939.792,0.17,0.18,1.16,0.181,0.004
9393,-5.033,58.72,630,555,12864,19627,939.195,2.42,2.52,16.67,2.6,0.059
46409,24.43,53.75,1333,413,12954,19396,938.684,1.64,1.71,11.3,1.762,0.04
19016,20.793,53.71,1279,420,12910,19413,938.705,1.85,1.92,12.74,1.987,0.045
48018,24.61,53.2,1366,413,12964,19381,938.703,1.93,2.01,13.29,2.073,0.047
36740,24.45,52.76,1080,614,12811,19463,939.091,2.1,2.18,14.46,2.255,0.051
36418,26.64,47.72,1005,614,12813,19483,939.085,2.08,2.16,14.33,2.235,0.05
38114,24.89,51.57,1147,545,12832,19443,938.905,2.18,2.27,15.02,2.342,0.053
23577,-20.057,54.2,1398,409,12971,19382,938.735,1.82,1.89,12.55,1.957,0.044
37216,24.69,52.1,977,574,12824,19475,939.049,2.08,2.16,14.33,2.235,0.05
30165,21.91,50.21,31,400,13250,20182,939.692,2.52,2.62,17.33,2.702,0.061
39627,24.58,53.15,1182,479,12858,19430,938.869,2.05,2.13,14.1,2.199,0.05
2517,17.353,52.36,62,400,13192,20126,939.615,0.97,1.01,6.68,1.041,0.024
38320,26.5,49.6,1107,523,12842,19453,938.895,1.8,1.87,12.36,1.927,0.044
38905,24.61,52.92,1107,505,12847,19445,938.914,2.18,2.26,14.98,2.336,0.053
15382,12.294,47.35,1138,427,12875,19442,938.83,1.94,2.02,13.36,2.083,0.047
36706,26.51,48.34,1038,604,12819,19472,939.073,2.25,2.34,15.47,2.413,0.054
11863,15.535,52.33,1145,617,12805,19439,939.054,2.28,2.37,15.69,2.447,0.055
12257,18.674,47.59,950,563,12827,19486,939.048,2.02,2.1,13.93,2.172,0.049
1175,27.012,55.29,29,400,13057,19941,939.797,0.33,0.34,2.28,0.355,0.008
43330,25.09,50.89,1289,429,12899,19409,938.73,1.61,1.67,11.07,1.727,0.039
47359,24.59,53.21,1400,410,12962,19378,938.729,2.29,2.37,15.73,2.453,0.055
31569,19.41,52.65,219,400,13141,20048,939.63,0.63,0.65,4.34,0.676,0.015
46952,24.36,54.06,1379,409,12956,19388,938.743,2.22,2.31,15.28,2.382,0.054
59468,8.96,47.22,175,441,12768,20543,937.299,1.59,1.65,10.91,1.701,0.038
59417,6.471,48.38,152,438,12770,20564,937.319,1.96,2.04,13.51,2.106,0.048
35769,26.12,48.71,1019,673,12790,19478,939.063,2.1,2.18,14.43,2.25,0.051
19151,20.723,48.76,1176,400,12923,19434,938.711,1.6,1.66,11.0,1.715,0.039
3955,0.033,52.81,129,400,13225,20080,939.662,2.5,2.6,17.24,2.688,0.061
8193,-4.38,55.99,319,400,13109,19948,939.381,0.24,0.25,1.68,0.263,0.006
8191,-4.377,55.79,318,400,13103,19949,939.394,0.23,0.23,1.56,0.243,0.005
61388,19.474,23.42,30857,710,12658,18774,936.922,1.02,1.06,7.03,1.096,0.025
60016,19.398,48.48,200,429,12769,20528,937.385,1.4,1.46,9.66,1.506,0.034
60587,12.181,39.03,0,400,13432,21318,937.411,1.92,1.99,13.2,2.058,0.046
14467,15.412,49.27,1128,468,12861,19440,938.912,2.32,2.41,15.94,2.486,0.056
49769,24.33,54.23,1369,427,12984,19387,938.828,1.67,1.74,11.5,1.793,0.04
14237,16.55,47.58,1097,472,12865,19464,938.917,1.77,1.84,12.18,1.9,0.043
48812,24.33,54.23,1425,410,12974,19381,938.686,1.61,1.68,11.11,1.733,0.039
24727,7.287,50.19,1249,400,13002,19410,938.808,1.71,1.78,11.78,1.837,0.041
53968,26.06,48.02,182,431,12768,20545,937.422,1.29,1.34,8.87,1.383,0.031
23883,-16.227,52.66,1343,400,12987,19393,938.722,1.82,1.89,12.53,1.954,0.044
52447,29.0,40.94,74,400,12795,20652,937.48,1.62,1.68,11.13,1.736,0.039
31827,18.65,56.02,229,400,13134,20037,939.589,0.51,0.53,3.51,0.547,0.012
20200,14.556,52.02,1059,400,12954,19466,938.743,2.05,2.13,14.14,2.205,0.05
48170,26.78,48.37,1346,400,12974,19394,938.695,1.77,1.84,12.17,1.897,0.043
35220,24.96,52.14,871,692,12784,19513,939.07,2.17,2.25,14.91,2.326,0.053
58181,-9.222,41.73,91,400,12789,20641,937.468,1.62,1.68,11.13,1.735,0.039
18194,19.033,48.21,1178,404,12910,19435,938.691,1.53,1.58,10.5,1.637,0.037
13889,18.25,46.91,1134,497,12854,19449,938.922,2.1,2.19,14.48,2.258,0.051
24889,14.314,53.87,1356,420,12982,19396,938.86,1.78,1.85,12.26,1.912,0.043
38531,25.05,50.82,1147,524,12841,19443,938.855,2.04,2.12,14.06,2.192,0.05
32533,18.31,56.53,274,400,13120,19990,939.479,0.49,0.51,3.4,0.529,0.012
19126,20.746,53.09,1241,408,12914,19417,938.708,1.42,1.48,9.79,1.527,0.034
3334,7.432,55.83,261,400,13138,19948,939.652,2.36,2.45,16.26,2.536,0.057
12481,19.89,53.33,1050,550,12837,19459,938.99,2.16,2.25,14.87,2.319,0.052
47940,26.96,47.8,1350,400,12972,19393,938.72,1.63,1.7,11.25,1.754,0.04
14829,13.804,48.7,1122,460,12863,19449,938.836,1.96,2.04,13.5,2.106,0.048
54518,25.81,49.36,236,442,12758,20483,937.448,1.74,1.81,12.01,1.872,0.042
40494,27.04,47.51,1140,416,12874,19435,938.842,1.56,1.63,10.77,1.679,0.038
50162,24.64,35.83,152,1094,13142,19825,931.108,891.46,936.32,6110.1,968.881,31.441
55743,57.93,18.13,54715,1016,12494,18393,936.913,0.85,0.89,5.87,0.916,0.021
60473,12.049,38.58,0,400,13271,21265,937.464,1.71,1.78,11.77,1.836,0.041
53448,27.87,45.31,131,400,12805,20601,937.337,1.84,1.91,12.67,1.976,0.045
6672,-6.426,50.42,213,400,13151,20057,939.606,0.54,0.56,3.71,0.578,0.013
25023,11.73,50.11,20,443,12471,19493,939.775,0.15,0.52,0.12,0.595,0.356
56880,46.13,15.81,630,400,13719,20564,936.659,0.66,0.68,4.52,0.705,0.016
54359,28.6,42.96,188,406,12776,20523,937.344,1.79,1.86,12.32,1.921,0.043
34233,19.03,64.37,566,657,12813,19701,939.244,3.02,3.14,20.8,3.243,0.073
22224,-15.928,47.83,1358,400,12965,19391,938.701,1.96,2.04,13.52,2.108,0.048
45506,24.49,53.15,1208,400,12963,19422,938.749,2.19,2.27,15.07,2.35,0.053
21234,-0.864,53.7,1377,410,12953,19393,938.698,1.94,2.01,13.34,2.08,0.047
55401,38.69,23.19,1285,400,13108,20302,936.76,1.81,1.88,12.46,1.943,0.044
34883,23.08,51.55,760,794,12731,19544,939.157,3.08,3.2,21.19,3.304,0.075
3660,3.436,57.52,344,400,13102,19874,939.693,1.32,1.37,9.09,1.418,0.032
10539,1.435,49.19,910,673,12796,19500,939.09,2.31,2.4,15.88,2.476,0.056
48879,26.27,51.16,1356,400,12981,19389,938.727,1.87,1.94,12.87,2.007,0.045
2101,21.649,51.76,26,400,13138,20036,939.647,0.8,0.83,5.5,0.858,0.019
1197,26.975,51.2,12,400,13069,19960,939.769,0.52,0.54,3.58,0.558,0.013
3732,2.581,49.62,227,400,13158,19985,939.674,1.32,1.37,9.09,1.418,0.032
46908,26.71,48.49,1333,402,12961,19400,938.714,1.84,1.91,12.68,1.977,0.045
25272,11.12,56.57,2,400,12637,19695,939.793,0.16,0.25,0.85,0.278,0.093
61516,15.123,13.81,2932,400,13135,19889,936.822,1.18,1.23,8.13,1.268,0.029
37979,27.06,47.05,1021,529,12838,19472,938.924,1.75,1.82,12.06,1.88,0.042
25576,14.22,51.64,2,400,12841,19819,939.827,0.28,0.3,1.88,0.315,0.02
31685,19.67,50.41,228,400,13130,20036,939.591,0.65,0.67,4.45,0.694,0.016
10454,0.626,55.69,931,680,12787,19505,939.114,2.04,2.12,14.06,2.193,0.05
53491,25.95,47.82,161,418,12776,20552,937.329,1.63,1.69,11.2,1.746,0.039
37472,24.44,53.23,1124,575,12823,19455,938.988,2.3,2.39,15.81,2.466,0.056
9758,-4.079,52.81,696,839,12705,19561,939.109,2.53,2.62,17.39,2.711,0.061
43441,27.08,47.45,1230,410,12912,19425,938.717,1.57,1.63,10.8,1.684,0.038
42478,27.05,47.5,1111,400,12909,19452,938.732,1.76,1.83,12.14,1.893,0.043
58714,-4.155,43.8,143,400,12787,20582,937.407,2.04,2.12,14.03,2.188,0.049
55569,50.23,22.98,16238,637,12691,19006,936.934,0.79,0.82,5.44,0.848,0.019
21721,-8.827,54.13,1316,400,12965,19399,938.719,2.28,2.37,15.71,2.449,0.055
13152,20.7,48.04,1097,533,12841,19456,938.912,1.94,2.02,13.38,2.086,0.047
21385,-3.38,47.62,1314,400,12957,19403,938.705,1.79,1.86,12.29,1.916,0.043
37159,24.58,52.5,1013,595,12819,19480,939.017,2.16,2.25,14.88,2.321,0.052
31700,18.88,55.28,229,400,13141,20045,939.607,0.61,0.63,4.17,0.651,0.015
37799,27.05,47.09,1046,541,12840,19475,938.939,2.11,2.19,14.51,2.263,0.051
62462,-8.099,14.35,1477,400,13678,20295,936.684,0.92,0.96,6.33,0.988,0.022
22827,-21.256,47.69,1360,404,12965,19392,938.738,2.18,2.26,14.99,2.338,0.053
54,20.77,56.66,4,400,12514,19595,939.718,0.01,0.03,0.01,0.033,0.02
7667,-4.093,50.38,277,400,13127,19991,939.447,0.46,0.48,3.16,0.492,0.011
46533,24.34,53.97,1350,400,12957,19393,938.714,1.85,1.92,12.73,1.985,0.045
45680,24.61,51.88,1013,400,13010,19477,938.74,2.66,2.76,18.28,2.85,0.064
1584,25.531,55.52,11,400,13123,20010,939.61,0.66,0.69,4.55,0.71,0.016
47073,24.33,54.1,1381,415,12956,19377,938.711,1.77,1.84,12.19,1.901,0.043
13297,20.424,50.71,1157,543,12837,19442,938.931,1.75,1.82,12.07,1.882,0.043
24755,8.439,50.85,1366,421,12976,19386,938.81,1.91,1.99,13.17,2.053,0.046
47692,26.84,48.22,1339,400,12971,19403,938.736,1.93,2.0,13.28,2.071,0.047
21046,2.26,53.08,1346,415,12948,19386,938.691,2.19,2.27,15.07,2.349,0.053
51689,26.68,45.74,103,409,12829,20662,937.478,2.29,2.38,15.77,2.459,0.056
5306,-9.142,48.39,18,400,13256,20222,939.705,2.4,2.49,16.49,2.571,0.058
35520,25.5,50.81,887,662,12791,19508,939.101,2.42,2.52,16.66,2.598,0.059
33468,18.5,56.16,339,400,13100,19932,939.324,0.21,0.22,1.43,0.224,0.005
13797,18.668,53.26,1074,495,12851,19465,938.914,1.96,2.04,13.49,2.104,0.048
26843,19.12,47.72,59,400,13125,20000,939.595,0.56,0.58,3.83,0.597,0.013
7682,-4.089,53.16,296,400,13112,19963,939.451,0.4,0.42,2.78,0.433,0.01
31287,19.14,55.34,167,400,13160,20079,939.625,0.85,0.88,5.86,0.913,0.021
28449,20.9,53.74,320,400,13108,19886,939.679,1.31,1.36,9.01,1.404,0.032
13960,17.915,51.73,1113,503,12850,19459,938.919,1.89,1.97,13.03,2.033,0.046
41663,24.59,53.2,1120,400,12892,19458,938.775,1.9,1.97,13.06,2.037,0.046
32278,19.2,51.57,267,400,13119,19998,939.5,0.49,0.51,3.4,0.531,0.012
19590,19.485,47.4,1270,407,12922,19423,938.702,1.29,1.34,8.87,1.383,0.031
10130,-2.045,51.94,965,745,12758,19486,939.095,2.3,2.39,15.84,2.469,0.056
44933,26.92,47.98,1224,400,12933,19438,938.751,1.62,1.69,11.18,1.743,0.039
19593,19.471,48.98,1316,429,12908,19407,938.701,1.26,1.31,8.71,1.358,0.031
48620,24.57,53.48,1366,400,12976,19385,938.719,1.64,1.71,11.31,1.764,0.04
40942,24.64,53.03,1143,410,12878,19445,938.778,1.82,1.89,12.5,1.949,0.044
3422,6.339,61.38,286,400,13130,19927,939.663,1.59,1.66,10.97,1.711,0.039
21495,-5.196,48.34,1283,400,12962,19408,938.738,1.95,2.02,13.39,2.088,0.047
26735,16.88,50.12,45,400,13112,20000,939.596,0.79,0.82,5.42,0.845,0.019
46201,27.05,47.45,1339,400,12953,19391,938.682,2.04,2.12,14.06,2.192,0.05
55202,32.39,53.24,2808,400,13303,19906,936.952,0.68,0.7,4.66,0.727,0.016
18532,20.123,53.46,1254,404,12905,19416,938.723,1.67,1.73,11.47,1.788,0.04
54081,26.41,46.51,183,433,12770,20544,937.413,1.96,2.04,13.51,2.106,0.048
35722,24.72,49.1,1027,684,12781,19472,939.062,2.2,2.29,15.15,2.362,0.053
5732,-9.118,50.0,58,400,13236,20199,939.683,2.44,2.54,16.81,2.621,0.059
8228,-4.421,50.3,309,400,13108,19956,939.411,0.29,0.3,1.98,0.309,0.007
31942,18.69,55.78,231,400,13137,20041,939.607,0.68,0.71,4.7,0.733,0.017
61808,-3.961,29.85,60000,5157,11633,16999,936.857,1573.63,1634.94,10830.66,1688.913,38.146
15368,12.316,49.02,1143,424,12874,19439,938.823,1.82,1.89,12.53,1.955,0.044
5975,-8.659,52.18,114,400,13196,20141,939.692,2.03,2.11,14.0,2.183,0.049
25562,11.67,57.24,6,400,12825,19805,939.828,0.41,0.45,2.8,0.467,0.028
33834,20.94,50.8,343,400,13078,19919,939.28,0.25,0.26,1.75,0.273,0.006
58761,-4.342,47.7,107,410,12779,20606,937.389,2.0,2.08,13.78,2.149,0.049
53238,26.68,44.14,137,412,12783,20583,937.338,1.87,1.94,12.85,2.003,0.045
45282,26.48,49.92,1241,404,12937,19418,938.741,1.84,1.91,12.64,1.971,0.045
8506,-4.775,50.65,328,400,13097,19934,939.321,0.26,0.27,1.76,0.275,0.006
57202,26.489,45.82,50,405,12835,20725,937.563,2.1,2.18,14.47,2.257,0.051
61277,20.759,27.74,13863,529,12743,19085,936.875,0.75,0.78,5.17,0.807,0.018
13551,19.661,52.91,1140,508,12847,19448,938.875,1.93,2.01,13.3,2.074,0.047
15176,12.699,53.32,1107,443,12870,19454,938.804,2.13,2.21,14.67,2.288,0.052
59089,-4.637,41.7,110,400,12795,20616,937.34,1.74,1.81,11.97,1.866,0.042
61363,19.942,22.18,23285,639,12690,18888,936.886,0.57,0.6,3.95,0.617,0.014
28827,20.16,52.07,162,400,13210,20053,939.651,2.3,2.39,15.85,2.471,0.056
62315,-19.584,11.58,6877,400,13331,19566,936.678,0.57,0.6,3.95,0.616,0.014
628,26.116,55.31,0,400,12886,19862,939.852,0.2,0.2,1.35,0.21,0.005
62376,-16.081,11.94,2697,400,13538,19975,936.685,0.62,0.64,4.26,0.664,0.015
44088,26.84,48.24,1191,402,12919,19428,938.715,1.68,1.75,11.57,1.804,0.041
2789,14.179,45.94,112,400,13185,20070,939.639,1.02,1.06,7.05,1.099,0.025
49489,26.71,48.54,1323,401,12990,19401,938.802,1.94,2.02,13.37,2.086,0.047
41336,27.05,47.43,1172,407,12882,19440,938.747,2.1,2.18,14.46,2.255,0.051
44511,26.88,48.08,1210,400,12928,19424,938.697,1.7,1.77,11.69,1.823,0.041
14768,14.05,49.02,1113,448,12868,19450,938.873,1.9,1.97,13.06,2.036,0.046
30685,19.6,55.14,52,400,13248,20214,939.691,2.21,2.3,15.23,2.375,0.054
50855,35.75,16.05,0,1371,12857,20646,930.909,1.18,1.23,8.14,1.269,0.029
37582,24.59,52.69,1067,566,12823,19453,939.011,1.97,2.05,13.55,2.114,0.048
60021,19.313,48.89,206,431,12767,20518,937.381,1.46,1.51,10.03,1.564,0.035
43153,24.93,51.9,1170,400,12912,19436,938.696,1.79,1.86,12.3,1.919,0.043
14696,14.355,53.32,1193,468,12859,19430,938.877,1.71,1.77,11.75,1.832,0.041
57916,-5.105,46.66,67,400,12783,20674,937.523,2.0,2.08,13.79,2.15,0.049
7267,-4.611,50.55,246,400,13137,20019,939.524,0.48,0.5,3.3,0.515,0.012
25781,12.66,55.84,13,400,12945,19875,939.773,0.2,0.21,1.38,0.215,0.005
3585,4.339,56.81,335,400,13102,19885,939.701,1.18,1.23,8.14,1.27,0.029
34824,22.69,52.83,808,990,12634,19529,939.143,2.18,2.27,15.04,2.345,0.053
52672,28.38,42.76,101,400,12792,20622,937.427,1.95,2.02,13.4,2.09,0.047
55982,45.59,26.13,28508,495,12768,18851,936.82,23.24,24.15,159.98,24.946,0.563
26130,15.45,56.74,0,400,13074,19976,939.759,0.35,0.36,2.4,0.375,0.008
34649,21.64,58.98,883,970,12633,19502,939.149,2.7,2.81,18.58,2.898,0.065
2761,14.515,52.19,117,400,13178,20054,939.611,0.94,0.98,6.5,1.014,0.023
7671,-4.092,50.04,289,400,13123,19981,939.428,0.48,0.49,3.27,0.51,0.012
33284,19.24,51.21,345,400,13088,19917,939.369,0.32,0.33,2.21,0.345,0.008
23175,-21.989,48.47,1383,410,12973,19384,938.69,1.73,1.8,11.91,1.857,0.042
21027,2.573,47.39,1362,418,12948,19386,938.679,2.08,2.16,14.32,2.233,0.05
19737,18.671,53.85,1249,415,12926,19421,938.702,1.8,1.87,12.38,1.93,0.044
31674,21.33,49.62,208,400,13148,20056,939.615,0.76,0.79,5.24,0.817,0.018
29995,22.25,48.54,41,400,13240,20171,939.691,2.5,2.6,17.22,2.685,0.061
17649,16.778,49.06,1132,404,12908,19444,938.71,1.7,1.76,11.68,1.822,0.041
17377,15.647,51.22,1216,420,12892,19422,938.743,1.74,1.81,12.01,1.873,0.042
25250,12.04,49.97,37,400,12613,19678,939.817,0.09,0.16,0.45,0.176,0.067
22305,-16.885,53.24,1377,412,12957,19379,938.709,1.91,1.99,13.18,2.055,0.046
26187,16.35,52.57,13,400,13072,19958,939.77,0.54,0.56,3.71,0.579,0.013
20861,5.268,52.15,1366,415,12948,19400,938.688,1.85,1.92,12.72,1.983,0.045
52289,26.29,46.56,105,400,12779,20644,937.47,1.97,2.05,13.59,2.119,0.048
60922,16.418,61.48,2260,400,13380,20052,936.947,0.95,0.98,6.51,1.015,0.023
4961,-8.165,52.74,48,400,13242,20182,939.696,2.35,2.45,16.2,2.526,0.057
33566,18.99,52.79,350,400,13082,19916,939.332,0.35,0.36,2.39,0.372,0.008
4035,-0.836,48.38,141,400,13216,20082,939.683,1.6,1.67,11.03,1.721,0.039
32142,20.77,51.29,238,400,13138,20028,939.524,0.6,0.62,4.1,0.64,0.014
20879,4.98,53.73,1358,410,12945,19393,938.713,2.33,2.42,16.01,2.497,0.056
454,25.016,56.85,8,400,12745,19758,939.818,0.29,0.34,1.87,0.361,0.05
20969,3.524,47.36,1367,413,12945,19383,938.68,1.85,1.92,12.72,1.983,0.045
20443,11.503,52.33,1166,400,12976,19438,938.772,2.01,2.09,13.86,2.161,0.049
15576,12.073,50.63,1207,433,12863,19433,938.802,1.91,1.99,13.17,2.053,0.046
8777,-5.083,51.66,347,400,13078,19912,939.286,0.26,0.27,1.78,0.278,0.006
36960,26.92,47.13,1128,598,12814,19448,939.056,2.3,2.39,15.86,2.472,0.056
57500,15.57,46.43,78,400,12824,20688,937.518,2.31,2.4,15.93,2.484,0.056
29786,19.92,54.04,32,400,13250,20183,939.663,2.31,2.4,15.89,2.477,0.056
23657,-19.266,48.35,1385,400,12977,19382,938.719,1.6,1.67,11.04,1.722,0.039
25149,11.32,53.75,16,426,12554,19644,939.817,0.02,0.06,0.06,0.067,0.035
28542,21.9,56.19,308,400,13122,19903,939.708,1.55,1.61,10.65,1.661,0.038
55793,51.75,13.97,1220,400,13290,20315,936.839,0.98,1.02,6.76,1.055,0.024
57605,9.993,44.58,87,465,12772,20668,937.53,2.36,2.45,16.26,2.536,0.057
35839,26.37,48.14,948,644,12792,19485,939.06,2.39,2.48,16.42,2.56,0.058
14477,15.364,47.57,1130,468,12859,19443,938.916,2.21,2.29,15.19,2.369,0.054
35728,24.1,52.67,1009,671,12785,19481,939.082,2.44,2.53,16.79,2.618,0.059
50681,37.82,15.16,230,3494,12482,20220,930.895,1.66,1.72,11.42,1.781,0.04
16764,13.518,47.54,1145,400,12892,19442,938.756,1.76,1.83,12.1,1.887,0.043
42789,25.16,50.36,1140,410,12896,19446,938.732,1.84,1.92,12.69,1.979,0.045
16425,12.683,52.77,1109,408,12885,19453,938.763,1.72,1.78,11.81,1.842,0.042
9580,-4.656,55.58,684,680,12794,19573,939.148,2.14,2.22,14.7,2.293,0.052
33026,18.27,56.69,314,400,13103,19953,939.399,0.38,0.39,2.58,0.403,0.009
17608,16.603,47.33,1174,402,12903,19446,938.75,1.83,1.9,12.59,1.963,0.044
26695,16.01,55.67,5,400,13141,20044,939.632,0.8,0.84,5.54,0.864,0.02
37736,26.99,47.22,1040,537,12840,19472,938.961,2.07,2.15,14.21,2.216,0.05
7250,-4.65,56.42,255,400,13121,20006,939.528,0.48,0.5,3.32,0.518,0.012
34500,22.56,58.87,661,691,12795,19605,939.154,2.39,2.48,16.44,2.563,0.058
